Student,total_time,compiled,compiled_successfully,ran_tests,test_results,modified,add_lines,change,remove_lines,cps,paste_lines,max_pastes,average_test_results,avg_paste
A2017\student4253,0.0,,,,,1.0,15.0,,,,15.0,2.0,,1.4
A2017\student4261,9970584.0,1480.0,1068.0,1193.0,1036.0,53841.0,19631.0,46060.0,3372.0,0.003430792,9332.0,108.0,0.868398994,3.665559366
A2017\student4265,2590248.0,446.0,224.0,432.0,90.0,17860.0,8074.0,15316.0,1196.0,0.005224982,4640.0,83.0,0.208333333,2.916810345
A2017\student4273,664200.0,90.0,53.0,18.0,0.0,2228.0,435.0,1908.0,30.0,0.000277025,127.0,2.0,0.0,1.448818898
A2017\student4280,4176944.0,330.0,207.0,348.0,90.0,12546.0,5326.0,10773.0,413.0,0.001303345,2932.0,3.0,0.25862069,1.85675307
A2017\student4296,3318808.0,215.0,144.0,48.0,147.0,4165.0,2655.0,3498.0,421.0,0.002762438,1937.0,141.0,3.0625,4.733092411
A2017\student4305,7946336.0,1367.0,742.0,510.0,368.0,53657.0,11926.0,47030.0,1847.0,0.001247493,3536.0,137.0,0.721568627,2.803450226
A2017\student4322,4753928.0,635.0,432.0,709.0,487.0,23451.0,6917.0,20870.0,872.0,0.002039787,3566.0,185.0,0.686882934,2.719293326
A2017\student4326,36000.0,,,,,1.0,,,1.0,0.0,,,,
A2017\student4331,66240.0,,,,,1.0,,,8.0,0.0,,,,
A2017\student4343,1920.0,,,4.0,,1.0,,,22.0,0.0,,,,
A2017\student4370,4602952.0,1198.0,944.0,444.0,224.0,20975.0,9192.0,17366.0,1443.0,0.002162308,4425.0,162.0,0.504504505,2.249265537
A2017\student4389,0.0,,,,,1.0,,,26.0,,,,,
A2017\student4391,3331848.0,289.0,152.0,436.0,176.0,16037.0,4008.0,14003.0,313.0,0.00085238,1353.0,45.0,0.403669725,2.099039172
A2017\student4393,639864.0,141.0,69.0,14.0,0.0,2567.0,526.0,2271.0,190.0,0.001511259,167.0,162.0,0.0,5.790419162
A2017\student4397,7150040.0,1102.0,671.0,522.0,283.0,35019.0,7060.0,30918.0,1009.0,0.00061692,1796.0,67.0,0.542145594,2.456013363
A2017\student4415,2447544.0,5.0,4.0,1.0,,23.0,43.0,10.0,32.0,0.000206329,33.0,49.0,,15.3030303
A2017\student4420,9625832.0,2564.0,1872.0,1001.0,582.0,48593.0,16173.0,40768.0,2575.0,0.00159446,6342.0,140.0,0.581418581,2.420056764
A2017\student4438,66240.0,,,,,14.0,,,,0.0,,,,
A2017\student4454,3063224.0,653.0,438.0,330.0,290.0,18823.0,7206.0,16052.0,782.0,0.003841704,3417.0,168.0,0.878787879,3.443956687
A2017\student4456,180360.0,13.0,7.0,35.0,,197.0,22.0,115.0,6.0,0.0,,,,
A2017\student4466,3536320.0,1271.0,742.0,401.0,325.0,15589.0,10267.0,12708.0,979.0,0.004777,6714.0,178.0,0.810473815,2.516085791
A2017\student4468,4710592.0,568.0,243.0,711.0,387.0,27313.0,10928.0,23290.0,1498.0,0.003394478,6037.0,117.0,0.544303797,2.648666556
A2017\student4469,480.0,2.0,,2.0,,1.0,,,15.0,0.0,,,,
A2017\student4471,3493680.0,82.0,67.0,1.0,,141.0,72.0,114.0,87.0,0.000125369,50.0,67.0,,8.76
A2017\student4473,1471760.0,3.0,2.0,5.0,,130.0,28.0,118.0,728.0,1.63e-05,15.0,2.0,,1.6
A2017\student4519,6231288.0,1186.0,823.0,497.0,462.0,36855.0,9206.0,31683.0,1233.0,0.000815722,2551.0,61.0,0.929577465,1.99255194
A2017\student4526,536.0,1.0,,,,3.0,22.0,,713.0,0.065298507,22.0,2.0,,1.590909091
A2017\student4537,2068000.0,453.0,249.0,181.0,85.0,13035.0,3042.0,11505.0,1542.0,0.003775629,844.0,162.0,0.46961326,9.251184834
A2017\student4554,5614512.0,1076.0,744.0,592.0,518.0,29628.0,200274.0,25816.0,884.0,0.165310716,195126.0,104.0,0.875,4.756613675
A2017\student4559,4928664.0,594.0,407.0,513.0,276.0,35532.0,8723.0,30671.0,1367.0,0.001640201,2034.0,122.0,0.538011696,3.974434612
A2017\student4575,1093368.0,15.0,10.0,30.0,,200.0,38.0,179.0,35.0,3.02e-05,20.0,2.0,,1.65
A2017\student4577,7759136.0,2423.0,1830.0,634.0,670.0,48768.0,24329.0,41874.0,2460.0,0.005103919,14240.0,116.0,1.056782334,2.781039326
A2017\student4587,2034152.0,435.0,323.0,162.0,649.0,12011.0,3070.0,10733.0,279.0,0.002484082,1411.0,85.0,4.00617284,3.581148122
A2017\student4628,0.0,,,,,1.0,,,22.0,,,,,
A2017\student4635,9472.0,2.0,2.0,,,54.0,42.0,40.0,8.0,0.005278716,26.0,2.0,,1.923076923
A2017\student4638,7559376.0,2023.0,1116.0,438.0,332.0,39941.0,13477.0,34761.0,2886.0,0.005399123,7329.0,244.0,0.757990868,5.56883613
A2017\student4639,480.0,,,,,127.0,,,,0.0,,,,
A2017\student4640,15268240.0,1838.0,1039.0,1999.0,748.0,81671.0,23641.0,70273.0,5182.0,0.001427604,8019.0,146.0,0.374187094,2.718169348
A2017\student4644,,,,,,,,,,,,,,
A2017\student4647,3028736.0,11.0,9.0,4.0,,84.0,22.0,79.0,24.0,1.06e-05,19.0,2.0,,1.684210526
A2017\student4655,3110496.0,743.0,477.0,421.0,251.0,17297.0,6311.0,14756.0,1628.0,0.002632378,2545.0,107.0,0.596199525,3.217288802
A2017\student4659,0.0,,,,,1.0,,,26.0,,,,,
A2017\student4661,3082456.0,924.0,567.0,294.0,250.0,16528.0,8039.0,13762.0,1671.0,0.00411263,4739.0,83.0,0.850340136,2.675036928
A2017\student4665,499680.0,143.0,127.0,41.0,33.0,2083.0,568.0,1637.0,59.0,0.000832533,230.0,2.0,0.804878049,1.808695652
A2017\student4681,5141480.0,1266.0,1021.0,415.0,84.0,28626.0,38906.0,24604.0,2057.0,0.029303625,33231.0,226.0,0.202409639,4.533838885
A2017\student4682,4029000.0,1030.0,705.0,625.0,136.0,21534.0,10859.0,17982.0,1291.0,0.003572599,5878.0,94.0,0.2176,2.448792106
A2017\student4683,4179224.0,725.0,456.0,285.0,275.0,29353.0,6342.0,25836.0,707.0,0.001802248,2051.0,149.0,0.964912281,3.672354949
A2017\student4729,5892032.0,1704.0,1033.0,430.0,182.0,31729.0,10976.0,27022.0,1195.0,0.001540555,4685.0,91.0,0.423255814,1.937459979
A2017\student4736,4647712.0,730.0,561.0,319.0,277.0,34324.0,9084.0,30245.0,640.0,0.001587017,3481.0,43.0,0.868338558,2.118931342
A2017\student4740,5238552.0,981.0,540.0,699.0,267.0,30889.0,9942.0,26037.0,874.0,0.001489152,3609.0,135.0,0.381974249,2.161540593
A2017\student4748,7218552.0,1404.0,1031.0,764.0,211.0,29946.0,152736.0,25452.0,806.0,0.060185339,146505.0,85.0,0.27617801,2.965434627
A2017\student4749,2011064.0,255.0,149.0,374.0,264.0,11639.0,5299.0,9691.0,1071.0,0.003258474,2805.0,48.0,0.705882353,2.336185383
A2017\student4766,2400.0,,,,,1.0,,,22.0,0.0,,,,
A2017\student4770,9583048.0,3268.0,2536.0,1099.0,663.0,44812.0,22050.0,35479.0,2573.0,0.002389845,8372.0,346.0,0.603275705,2.735547062
A2017\student4771,0.0,,,,,109.0,,,,,,,,
A2017\student4772,7137424.0,1414.0,1073.0,552.0,325.0,34723.0,40055.0,27752.0,2251.0,0.016540001,29139.0,50.0,0.588768116,4.051374447
A2017\student4785,8284032.0,2316.0,1828.0,1085.0,542.0,44159.0,17435.0,36728.0,1894.0,0.00194386,7444.0,44.0,0.499539171,2.1632187
A2017\student4798,3984904.0,1120.0,523.0,399.0,65.0,23653.0,6768.0,20596.0,1135.0,0.001848727,2861.0,59.0,0.162907268,2.574973785
A2017\student4804,65760.0,,,,,110.0,,,,0.0,,,,
A2017\student4806,0.0,,,,,27.0,,,,,,,,
A2017\student4814,6240.0,,,,,1.0,,,8.0,0.0,,,,
A2017\student4819,56.0,,,,,146.0,,,,0.0,,,,
A2017\student4824,15720256.0,4591.0,3245.0,2172.0,1543.0,67035.0,16919.0,58280.0,2836.0,0.000890698,5679.0,83.0,0.710405157,2.465574925
A2017\student4825,218368.0,89.0,57.0,60.0,,799.0,257.0,594.0,59.0,0.00079682,62.0,3.0,,2.806451613
A2017\student4850,4752.0,2.0,,,,14.0,110.0,,12.0,0.211279461,110.0,37.0,,9.127272727
A2017\student4852,66240.0,,,,,1.0,,,6.0,0.0,,,,
A2017\student4857,2174128.0,504.0,263.0,158.0,70.0,13911.0,3775.0,12020.0,1023.0,0.003903174,1388.0,141.0,0.443037975,6.113832853
A2017\student4860,,,,,,,,,,,,,,
A2017\student4863,2914976.0,15.0,4.0,5.0,,143.0,50.0,130.0,21.0,1.72e-05,32.0,2.0,,1.5625
A2017\student4867,0.0,,,,,3.0,,,,,,,,
A2017\student4878,56.0,,,,,54.0,,,,0.0,,,,
A2017\student4882,10116424.0,1863.0,1273.0,1562.0,507.0,53978.0,13248.0,46915.0,1983.0,0.00107627,3742.0,109.0,0.324583867,2.909673971
A2017\student4896,264960.0,,,,,140.0,1.0,,,0.0,,,,
A2017\student4903,112.0,,,,,8.0,,,,0.0,,,,
A2017\student4934,4476128.0,917.0,672.0,475.0,288.0,21624.0,7009.0,18896.0,1225.0,0.001826132,3586.0,84.0,0.606315789,2.279419967
A2017\student4949,2804704.0,12.0,3.0,1.0,,242.0,105.0,202.0,46.0,4.46e-05,66.0,2.0,,1.893939394
A2017\student4959,1159168.0,11.0,5.0,3.0,,134.0,834.0,90.0,50.0,0.001658948,795.0,3.0,,2.418867925
A2017\student4966,66240.0,,,,,1.0,36.0,,,0.006959541,36.0,42.0,,12.80555556
A2017\student4973,2678256.0,1154.0,894.0,176.0,36.0,15108.0,30287.0,11662.0,6825.0,0.02924291,26530.0,4.0,0.204545455,2.952129665
A2017\student4995,459160.0,146.0,113.0,22.0,52.0,3208.0,1307.0,2745.0,508.0,0.006352905,725.0,70.0,2.363636364,4.023448276
A2017\student4998,1062016.0,191.0,150.0,197.0,243.0,5834.0,2700.0,4430.0,416.0,0.00417602,696.0,113.0,1.233502538,6.372126437
A2017\student5005,4355032.0,887.0,367.0,301.0,191.0,28012.0,5569.0,24880.0,683.0,0.001006881,1894.0,135.0,0.634551495,2.315205913
A2017\student5015,658224.0,93.0,55.0,16.0,14.0,47.0,1010.0,,,0.019139381,1000.0,1307.0,0.875,12.598
A2017\student5044,16800.0,,,,,1.0,,,269.0,0.0,,,,
A2017\student5068,2580208.0,693.0,466.0,231.0,123.0,12400.0,4426.0,10858.0,591.0,0.002700557,2256.0,204.0,0.532467532,3.088652482
A2017\student5071,0.0,,,,,1.0,1.0,,,,,,,
A2017\student5078,528.0,,,,,140.0,,,,0.0,,,,
A2017\student5106,3246736.0,634.0,479.0,511.0,272.0,14829.0,6765.0,11615.0,775.0,0.001451612,2323.0,48.0,0.532289628,2.028842015
A2017\student5109,4186160.0,1997.0,1284.0,468.0,170.0,24210.0,18334.0,18278.0,4421.0,0.005605854,10246.0,138.0,0.363247863,2.290357213
A2017\student5132,9455240.0,2421.0,1720.0,617.0,282.0,47044.0,15493.0,39068.0,2655.0,0.001563789,5287.0,129.0,0.457050243,2.79667108
A2017\student5140,4743584.0,126.0,68.0,34.0,32.0,3087.0,1246.0,2715.0,125.0,0.001057217,819.0,84.0,0.941176471,6.123321123
A2017\student5160,6466944.0,1736.0,1191.0,589.0,534.0,32843.0,14806.0,26404.0,2468.0,0.005017208,6899.0,140.0,0.906621392,4.703000435
A2017\student5166,7524784.0,1246.0,772.0,1163.0,416.0,41615.0,103891.0,33785.0,3292.0,0.059634403,93632.0,159.0,0.357695615,4.792549556
A2017\student5170,7136.0,10.0,10.0,,,4.0,68.0,1.0,22.0,0.018357623,68.0,2.0,,1.926470588
A2017\student5172,2952288.0,302.0,221.0,118.0,133.0,8780.0,2783.0,7372.0,287.0,0.000858995,627.0,139.0,1.127118644,4.044657097
A2017\student5193,4308120.0,1610.0,1350.0,926.0,626.0,21495.0,124840.0,14978.0,6349.0,0.116660864,115596.0,116.0,0.676025918,4.347806152
A2017\student5220,3743664.0,645.0,400.0,386.0,181.0,22898.0,94528.0,19974.0,1044.0,0.332780666,90770.0,178.0,0.468911917,13.72500826
A2017\student5222,1776.0,,,2.0,,2.0,,1.0,19.0,0.0,,,,
A2017\student5225,62152.0,26.0,20.0,,,410.0,50.0,370.0,,0.000289613,12.0,2.0,,1.5
A2017\student5226,66720.0,,,,,19.0,,,,0.0,,,,
A2017\student5236,6128832.0,1095.0,807.0,483.0,425.0,24974.0,6882.0,21546.0,820.0,0.001329943,1612.0,274.0,0.879917184,5.056451613
A2017\student5244,65760.0,,,,,1.0,4.0,,,0.0,,,,
A2017\student5261,2203904.0,773.0,662.0,195.0,0.0,12807.0,7214.0,10117.0,856.0,0.002822718,3372.0,160.0,0.0,1.84489917
A2017\student5268,0.0,,,,,1.0,1.0,,,,,,,
A2017\student5276,7287496.0,2083.0,1335.0,521.0,404.0,34125.0,12462.0,29404.0,1586.0,0.002570019,6158.0,246.0,0.775431862,3.041409549
A2017\student5284,7309864.0,3030.0,2372.0,297.0,68.0,41034.0,27190.0,34167.0,1764.0,0.007136932,16936.0,162.0,0.228956229,3.080420406
A2017\student5287,6046976.0,1366.0,1141.0,459.0,266.0,34943.0,25164.0,27307.0,6522.0,0.007005816,14512.0,83.0,0.579520697,2.91923925
A2017\student5296,0.0,,,,,1.0,1.0,,,,,,,
A2017\student5297,66240.0,,,,,19.0,,,,0.0,,,,
A2017\student5298,25440.0,,,,,5.0,,,,0.0,,,,
A2017\student5345,27200.0,,,,,217.0,24.0,45.0,16.0,0.0,,,,
A2017\student5348,6255520.0,3093.0,2594.0,908.0,519.0,34393.0,90433.0,26086.0,7759.0,0.054720471,79373.0,146.0,0.571585903,4.312612601
A2017\student5355,3590360.0,504.0,267.0,621.0,144.0,19611.0,10397.0,16840.0,2479.0,0.005927818,7025.0,87.0,0.231884058,3.029608541
A2017\student5366,1240.0,,,,,1.0,,,1.0,0.0,,,,
A2017\student5370,66240.0,,,,,7.0,,,,0.0,,,,
A2017\student5374,1225344.0,235.0,116.0,126.0,116.0,7519.0,2524.0,6456.0,431.0,0.001752977,1214.0,3.0,0.920634921,1.769357496
A2017\student5378,1311976.0,10.0,4.0,17.0,,14.0,,,,0.0,,,,
A2017\student5380,1085136.0,58.0,39.0,13.0,10.0,1321.0,412.0,1114.0,104.0,0.000527123,144.0,65.0,0.769230769,3.972222222
A2017\student5381,2153736.0,409.0,306.0,158.0,253.0,9418.0,3328.0,7945.0,1158.0,0.002162753,1175.0,102.0,1.601265823,3.964255319
A2017\student5383,1811176.0,306.0,160.0,165.0,68.0,11769.0,3004.0,10139.0,407.0,0.002101397,805.0,74.0,0.412121212,4.727950311
A2017\student5397,0.0,,,,,1.0,,,25.0,,,,,
A2017\student5399,39360.0,,,,,5.0,,,,0.0,,,,
A2017\student5403,5153328.0,,,3.0,,59.0,27.0,40.0,20.0,4.08e-06,13.0,2.0,,1.615384615
A2017\student5412,6357888.0,1388.0,1209.0,494.0,448.0,29512.0,15978.0,24494.0,1159.0,0.003271369,9224.0,86.0,0.906882591,2.254878578
A2017\student5420,17280.0,,,,,1.0,,1.0,,0.0,,,,
A2017\student5435,48.0,,,,,6.0,,,,0.0,,,,
A2017\student5436,1912368.0,281.0,144.0,132.0,127.0,12883.0,2372.0,11559.0,1265.0,0.001747049,722.0,68.0,0.962121212,4.627423823
A2017\student5468,64.0,,,,,1.0,,,22.0,0.0,,,,
A2017\student5470,273960.0,32.0,20.0,1.0,,329.0,203.0,162.0,90.0,0.00131406,136.0,52.0,,2.647058824
A2017\student5475,12120.0,,,6.0,,23.0,131.0,6.0,10.0,0.069141914,127.0,31.0,,6.598425197
A2017\student5482,2010384.0,239.0,54.0,62.0,25.0,12608.0,2168.0,11315.0,368.0,0.002098107,591.0,107.0,0.403225806,7.137055838
A2017\student5485,3840.0,9.0,9.0,9.0,,7.0,,,,0.0,,,,
A2017\student5488,1667680.0,302.0,197.0,42.0,51.0,9830.0,2111.0,8577.0,231.0,0.001044565,525.0,67.0,1.214285714,3.318095238
A2017\student5494,2552976.0,528.0,368.0,189.0,125.0,17501.0,5825.0,15148.0,647.0,0.002738373,3037.0,61.0,0.661375661,2.301942707
A2017\student5496,13128288.0,3893.0,3164.0,1328.0,1083.0,66195.0,21091.0,56545.0,2666.0,0.001683007,8308.0,139.0,0.815512048,2.659484834
A2017\student5529,0.0,,,,,1.0,4.0,,,,,,,
A2017\student5533,1055168.0,161.0,110.0,101.0,28.0,5239.0,1347.0,4497.0,161.0,0.000661506,361.0,3.0,0.277227723,1.933518006
A2017\student5536,,,,,,,,,,,,,,
A2017\student5571,15360.0,,,,,1.0,,,500.0,0.0,,,,
A2017\student5573,1973496.0,624.0,505.0,204.0,20.0,11958.0,4023.0,9679.0,550.0,0.001015964,1004.0,3.0,0.098039216,1.997011952
A2017\student5581,96776.0,1.0,1.0,2.0,,16.0,82.0,7.0,29.0,0.001859965,79.0,3.0,,2.278481013
A2017\student5592,66240.0,,,,,12.0,,,,0.0,,,,
A2017\student5603,0.0,,,,,4.0,,,,,,,,
A2017\student5607,28800.0,,,,,1.0,,,6.0,0.0,,,,
A2017\student5611,2003496.0,215.0,92.0,140.0,125.0,14508.0,3257.0,12815.0,185.0,0.001392067,1073.0,68.0,0.892857143,2.599254427
A2017\student5612,9276888.0,1830.0,1293.0,1060.0,363.0,46233.0,15563.0,37666.0,3016.0,0.001418148,4171.0,148.0,0.34245283,3.154159674
A2017\student5619,6056768.0,1765.0,1317.0,839.0,290.0,37642.0,10479.0,32231.0,2075.0,0.001362113,3385.0,178.0,0.345649583,2.437223043
A2017\student5621,88.0,,,,,10.0,,,,0.0,,,,
A2017\student5622,3069752.0,715.0,439.0,315.0,214.0,18791.0,7341.0,16263.0,1208.0,0.002848764,3843.0,102.0,0.679365079,2.275565964
A2017\student5624,10560.0,,,,,1.0,,,801.0,0.0,,,,
A2017\student5636,3034704.0,10.0,9.0,2.0,,129.0,64.0,118.0,48.0,0.000381256,57.0,67.0,,20.29824561
A2017\student5637,0.0,,,,,11.0,,,,,,,,
A2017\student5639,8030928.0,1565.0,1062.0,594.0,304.0,58590.0,14434.0,51032.0,2243.0,0.001513524,4572.0,72.0,0.511784512,2.658573928
A2017\student5649,4885936.0,1552.0,962.0,200.0,163.0,25889.0,4706.0,23233.0,964.0,0.001921433,1645.0,99.0,0.815,5.706990881
A2017\student5659,1784.0,,,4.0,,1.0,,,25.0,0.0,,,,
A2017\student5665,8126168.0,1696.0,1252.0,643.0,321.0,34361.0,20115.0,26764.0,4485.0,0.003380068,9857.0,127.0,0.499222395,2.786547631
A2017\student5667,337392.0,41.0,32.0,7.0,29.0,1809.0,1162.0,1462.0,333.0,0.0065621,725.0,48.0,4.142857143,3.053793103
A2017\student5673,128600.0,10.0,5.0,7.0,,833.0,171.0,782.0,3.0,0.001726283,118.0,2.0,,1.881355932
A2017\student5677,2094120.0,600.0,280.0,162.0,2.0,13432.0,5015.0,11366.0,433.0,0.001772582,1975.0,49.0,0.012345679,1.879493671
A2017\student5693,90624.0,26.0,21.0,,,237.0,114.0,177.0,22.0,0.000474488,28.0,2.0,,1.535714286
A2017\student5695,6616496.0,1057.0,760.0,596.0,249.0,32882.0,144976.0,28310.0,1466.0,0.106262741,139246.0,135.0,0.417785235,5.049243784
A2017\student5703,36008.0,,,,,1.0,24.0,,,0.001055321,24.0,2.0,,1.583333333
A2017\student5713,480.0,,,,,1.0,1.0,,,0.0,,,,
A2017\student5719,2370248.0,612.0,383.0,308.0,262.0,14793.0,35741.0,12420.0,581.0,0.062156365,32456.0,71.0,0.850649351,4.539253143
A2017\student5730,7476080.0,1405.0,918.0,578.0,373.0,44662.0,12642.0,38361.0,1745.0,0.001322886,4435.0,138.0,0.64532872,2.229988726
A2017\student5741,24.0,,,,,1.0,,,22.0,0.0,,,,
A2017\student5744,17280.0,,,,,1.0,,,25.0,0.0,,,,
A2017\student5749,35520.0,,,,,1.0,8.0,,,0.002111486,8.0,34.0,,9.375
A2017\student5766,3012344.0,584.0,294.0,226.0,124.0,19052.0,109426.0,16088.0,1834.0,0.243249443,105520.0,68.0,0.548672566,6.944190675
A2017\student5770,0.0,,,,,2.0,,,,,,,,
A2017\student5771,49152.0,23.0,22.0,10.0,,284.0,151.0,260.0,36.0,0.029378255,115.0,63.0,,12.55652174
A2017\student5774,303624.0,89.0,80.0,25.0,,957.0,726.0,725.0,88.0,0.002427344,415.0,3.0,,1.775903614
A2017\student5789,2535424.0,544.0,377.0,187.0,134.0,12834.0,4291.0,10770.0,367.0,0.00154136,1797.0,50.0,0.71657754,2.174735671
A2017\student5804,6854176.0,745.0,525.0,442.0,321.0,30810.0,37039.0,26957.0,2832.0,0.019626867,32286.0,193.0,0.726244344,4.16669764
A2017\student5805,1656.0,4.0,4.0,,,16.0,1.0,14.0,20.0,0.0,,,,
A2017\student5816,4124720.0,796.0,408.0,509.0,286.0,24118.0,9766.0,20771.0,5069.0,0.005858095,4955.0,185.0,0.561886051,4.876488396
A2017\student5832,3730992.0,903.0,614.0,484.0,98.0,20099.0,13452.0,17494.0,999.0,0.009852072,10216.0,174.0,0.202479339,3.598081441
A2017\student5842,1920.0,,,,,10.0,,,,0.0,,,,
A2017\student5860,0.0,,,,,4.0,,,,,,,,
A2017\student5861,4753968.0,1149.0,757.0,938.0,170.0,29885.0,12277.0,25765.0,1467.0,0.004570918,6232.0,97.0,0.181236674,3.486842105
A2017\student5863,0.0,,,,,1.0,1560.0,,,,1560.0,333.0,,107.8282051
A2017\student5881,66240.0,,,,,,,,,,,,,
A2017\student5882,66240.0,,,,,226.0,,,,0.0,,,,
A2017\student5899,1682776.0,1.0,,,,9.0,531.0,,426.0,0.000780853,530.0,3.0,,2.479245283
A2017\student5904,111184.0,10.0,4.0,28.0,106.0,404.0,623.0,320.0,7.0,0.011071737,558.0,3.0,3.785714286,2.20609319
A2017\student5939,8079800.0,1360.0,1050.0,1030.0,872.0,34483.0,13931.0,28730.0,1494.0,0.001602515,6749.0,65.0,0.846601942,1.918506445
A2017\student5952,6768.0,,,,,15.0,,,,0.0,,,,
A2017\student5957,2698360.0,82.0,72.0,,,670.0,166.0,609.0,47.0,4.45e-05,107.0,2.0,,1.121495327
A2017\student5961,5760.0,13.0,13.0,,,1.0,,,18.0,0.0,,,,
A2017\student5970,5023200.0,1090.0,528.0,340.0,111.0,29881.0,14453.0,24709.0,1790.0,0.004256649,7653.0,139.0,0.326470588,2.793937018
A2017\student5979,6737024.0,636.0,285.0,794.0,515.0,44519.0,9585.0,39225.0,1168.0,0.001073323,2909.0,59.0,0.64861461,2.485733929
A2017\student5996,2321368.0,313.0,175.0,227.0,218.0,13457.0,3591.0,11703.0,725.0,0.005937878,1226.0,346.0,0.960352423,11.24306688
A2017\student6001,5335784.0,791.0,564.0,438.0,415.0,26816.0,6775.0,23118.0,935.0,0.001193264,2014.0,67.0,0.947488584,3.161370407
A2017\student6002,5882280.0,1139.0,846.0,581.0,669.0,30879.0,12155.0,26739.0,1180.0,0.002774264,7182.0,200.0,1.151462995,2.272208299
A2017\student6004,54720.0,,,,,1.0,,,6.0,0.0,,,,
A2017\student6007,23984.0,10.0,8.0,4.0,,44.0,167.0,28.0,58.0,0.044112742,150.0,76.0,,7.053333333
A2017\student6010,100416.0,88.0,84.0,,,476.0,551.0,353.0,179.0,0.006463113,351.0,2.0,,1.849002849
A2017\student6011,4768856.0,822.0,612.0,378.0,323.0,28832.0,7960.0,24760.0,937.0,0.001314361,2683.0,92.0,0.854497354,2.336190831
A2017\student6018,2904920.0,456.0,316.0,469.0,341.0,14101.0,5142.0,12148.0,278.0,0.001516737,2403.0,28.0,0.727078891,1.833541407
A2017\student6029,1473800.0,16.0,11.0,2.0,,249.0,92.0,218.0,26.0,7.74e-05,75.0,2.0,,1.52
A2017\student6040,3976.0,,,1.0,,3.0,151.0,,69.0,0.07193159,151.0,2.0,,1.894039735
A2017\student6049,7760.0,,,,,5.0,268.0,2.0,,0.089690722,268.0,3.0,,2.597014925
A2017\student6053,5008488.0,1224.0,844.0,664.0,690.0,26186.0,344739.0,22969.0,2330.0,0.383475811,340819.0,110.0,1.039156627,5.635348968
A2017\student6054,5123136.0,765.0,531.0,237.0,130.0,22764.0,60412.0,20200.0,649.0,0.04886831,57036.0,76.0,0.548523207,4.389490848
A2017\student6080,39360.0,,,,,21.0,,,,0.0,,,,
A2017\student6087,10079680.0,2591.0,1737.0,893.0,476.0,51953.0,21602.0,43433.0,3703.0,0.002576868,10696.0,87.0,0.533034714,2.428384443
A2017\student6088,5950400.0,1872.0,1156.0,499.0,238.0,28918.0,74257.0,23084.0,2463.0,0.049764218,66857.0,130.0,0.476953908,4.429109891
A2017\student6109,49152.0,98.0,98.0,,,12.0,1.0,,1.0,0.0,,,,
A2017\student6121,8918480.0,2014.0,1141.0,949.0,696.0,48268.0,13305.0,42936.0,2009.0,0.00242048,6596.0,346.0,0.733403583,3.272741055
A2017\student6151,2571136.0,17.0,10.0,1.0,,90.0,128.0,69.0,139.0,0.000220914,117.0,67.0,,4.854700855
A2017\student6156,8071200.0,1084.0,848.0,601.0,378.0,46869.0,22929.0,39705.0,2010.0,0.004982902,12879.0,162.0,0.628951747,3.122757978
A2017\student6168,8776856.0,1687.0,1108.0,672.0,543.0,46711.0,20327.0,39849.0,9145.0,0.003959277,12201.0,162.0,0.808035714,2.848127203
A2017\student6170,8029064.0,1182.0,782.0,938.0,192.0,36966.0,10471.0,32401.0,1646.0,0.001783022,4300.0,136.0,0.204690832,3.329302326
A2017\student6172,6033768.0,1164.0,816.0,529.0,255.0,32718.0,13687.0,28108.0,1785.0,0.002524128,7852.0,40.0,0.482041588,1.939633214
A2017\student6184,1984.0,,,,,136.0,,,,0.0,,,,
A2017\student6195,10409728.0,1671.0,1035.0,1213.0,630.0,58778.0,18999.0,50122.0,2230.0,0.002054424,7358.0,267.0,0.519373454,2.906496331
A2017\student6198,48.0,,,,,140.0,,,,0.0,,,,
A2017\student6216,5124672.0,1537.0,1003.0,842.0,271.0,24343.0,9318.0,20430.0,1146.0,0.002126965,3565.0,268.0,0.321852732,3.057503506
A2017\student6227,480.0,,,,,1.0,,,28.0,0.0,,,,
A2017\student6248,1443224.0,5.0,4.0,4.0,30.0,174.0,343.0,149.0,14.0,0.000584109,323.0,3.0,7.5,2.609907121
A2017\student6255,1321864.0,12.0,11.0,,,131.0,123.0,93.0,19.0,0.000124067,94.0,2.0,,1.744680851
A2017\student6259,2880.0,,,,,1.0,1.0,,,0.0,,,,
A2017\student6267,66720.0,,,,,146.0,,,,0.0,,,,
A2017\student6303,4596848.0,1486.0,1297.0,309.0,581.0,18493.0,7400.0,15859.0,819.0,0.002373583,4044.0,131.0,1.8802589,2.698071217
A2017\student6310,9031504.0,2110.0,1528.0,434.0,334.0,49018.0,12791.0,42352.0,1526.0,0.001599512,3854.0,140.0,0.769585253,3.748313441
A2017\student6320,3839984.0,497.0,264.0,470.0,232.0,22855.0,5389.0,20587.0,570.0,0.002252093,2697.0,167.0,0.493617021,3.206525769
A2017\student6328,5386992.0,1457.0,863.0,855.0,470.0,26486.0,19629.0,21810.0,1326.0,0.00822407,13011.0,169.0,0.549707602,3.405041888
A2017\student6329,3531880.0,859.0,455.0,274.0,205.0,19751.0,5846.0,16840.0,1305.0,0.001818012,1862.0,268.0,0.748175182,3.448442535
A2017\student6332,11455560.0,3322.0,2447.0,1159.0,508.0,57196.0,16462.0,49443.0,2381.0,0.001388321,5732.0,129.0,0.438308887,2.774598744
